City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
701,Fort Nelson,58.8053,-122.7002,62.19,34,75,10.36,CA,broken clouds
702,Kupang,-10.1667,123.5833,84.02,63,63,3.33,ID,broken clouds
703,Alexandria,31.2156,29.9553,73.36,64,0,4.61,EG,clear sky
704,Kayes,14.0,-11.0,92.91,32,100,10.11,ML,overcast clouds
705,Shirgaon,19.7,72.7,83.26,71,22,8.48,IN,few clouds
706,Izhma,65.0083,53.9113,50.85,89,100,5.17,RU,overcast clouds
707,Bonoua,5.2741,-3.595,76.87,91,92,3.29,CI,overcast clouds
708,Asosa,10.0667,34.5333,61.95,83,59,2.44,ET,broken clouds
709,Namibe,-15.1961,12.1522,65.84,78,0,4.79,AO,clear sky
710,Devils Lake,48.1128,-98.8651,78.78,44,20,12.66,US,few clouds
711,Verkhniy Baskunchak,48.2256,46.7217,62.37,50,0,8.7,RU,clear sky
712,Goleniow,53.5639,14.8285,50.34,81,0,4.61,PL,clear sky
713,Rocha,-34.4833,-54.3333,47.01,64,87,6.35,UY,overcast clouds
714,Colares,38.7992,-9.4469,65.28,72,100,13.0,PT,overcast clouds
715,Berlevag,70.8578,29.0864,40.95,87,3,9.22,NO,clear sky
716,Boueni,-12.9025,45.0761,78.78,66,2,10.98,YT,clear sky
717,Erzin,36.9559,36.2,74.01,48,0,3.04,TR,clear sky
718,Bushehr,28.9684,50.8385,71.69,46,0,0.0,IR,clear sky
719,Sokolo,14.7328,-6.1219,95.49,19,100,5.91,ML,overcast clouds
